Outcome,Probability
HHHTHHHHH,0.001953
TTTHHHHHH,0.001953
HTTHHHHHH,0.001953
THTHHHHHH,0.001953
HHTHHHHHH,0.001953
TTHHHHHHH,0.001953
HTHHHHHHH,0.001953
THHHHHHHH,0.001953
HHHHHHHHH,0.001953
TTTTTTTTTT,0.000977
HTTTTTTTTT,0.000977
THTTTTTTTT,0.000977
HHTTTTTTTT,0.000977
TTHTTTTTTT,0.000977
HTHTTTTTTT,0.000977
THHTTTTTTT,0.000977
HHHTTTTTTT,0.000977
TTTHTTTTTT,0.000977
HTTHTTTTTT,0.000977
THTHTTTTTT,0.000977
HHTHTTTTTT,0.000977
TTHHTTTTTT,0.000977
HTHHTTTTTT,0.000977
THHHTTTTTT,0.000977
HHHHTTTTTT,0.000977
TTTTHTTTTT,0.000977
HTTTHTTTTT,0.000977
THTTHTTTTT,0.000977
HHTTHTTTTT,0.000977
TTHTHTTTTT,0.000977
HTHTHTTTTT,0.000977
THHTHTTTTT,0.000977
HHHTHTTTTT,0.000977
TTTHHTTTTT,0.000977
HTTHHTTTTT,0.000977
THTHHTTTTT,0.000977
HHTHHTTTTT,0.000977
TTHHHTTTTT,0.000977
HTHHHTTTTT,0.000977
THHHHTTTTT,0.000977
HHHHHTTTTT,0.000977
TTTTTHTTTT,0.000977
HTTTTHTTTT,0.000977
THTTTHTTTT,0.000977
HHTTTHTTTT,0.000977
TTHTTHTTTT,0.000977
HTHTTHTTTT,0.000977
THHTTHTTTT,0.000977
HHHTTHTTTT,0.000977
TTTHTHTTTT,0.000977
HTTHTHTTTT,0.000977
THTHTHTTTT,0.000977
HHTHTHTTTT,0.000977
TTHHTHTTTT,0.000977
HTHHTHTTTT,0.000977
THHHTHTTTT,0.000977
HHHHTHTTTT,0.000977
TTTTHHTTTT,0.000977
HTTTHHTTTT,0.000977
THTTHHTTTT,0.000977
HHTTHHTTTT,0.000977
TTHTHHTTTT,0.000977
HTHTHHTTTT,0.000977
THHTHHTTTT,0.000977
HHHTHHTTTT,0.000977
TTTHHHTTTT,0.000977
HTTHHHTTTT,0.000977
THTHHHTTTT,0.000977
HHTHHHTTTT,0.000977
TTHHHHTTTT,0.000977
HTHHHHTTTT,0.000977
THHHHHTTTT,0.000977
HHHHHHTTTT,0.000977
TTTTTTHTTT,0.000977
HTTTTTHTTT,0.000977
THTTTTHTTT,0.000977
HHTTTTHTTT,0.000977
TTHTTTHTTT,0.000977
HTHTTTHTTT,0.000977
THHTTTHTTT,0.000977
HHHTTTHTTT,0.000977
TTTHTTHTTT,0.000977
HTTHTTHTTT,0.000977
THTHTTHTTT,0.000977
HHTHTTHTTT,0.000977
TTHHTTHTTT,0.000977
HTHHTTHTTT,0.000977
THHHTTHTTT,0.000977
HHHHTTHTTT,0.000977
TTTTHTHTTT,0.000977
HTTTHTHTTT,0.000977
THTTHTHTTT,0.000977
HHTTHTHTTT,0.000977
TTHTHTHTTT,0.000977
HTHTHTHTTT,0.000977
THHTHTHTTT,0.000977
HHHTHTHTTT,0.000977
TTTHHTHTTT,0.000977
HTTHHTHTTT,0.000977
THTHHTHTTT,0.000977
HHTHHTHTTT,0.000977
TTHHHTHTTT,0.000977
HTHHHTHTTT,0.000977
THHHHTHTTT,0.000977
HHHHHTHTTT,0.000977
TTTTTHHTTT,0.000977
HTTTTHHTTT,0.000977
THTTTHHTTT,0.000977
HHTTTHHTTT,0.000977
TTHTTHHTTT,0.000977
HTHTTHHTTT,0.000977
THHTTHHTTT,0.000977
HHHTTHHTTT,0.000977
TTTHTHHTTT,0.000977
HTTHTHHTTT,0.000977
THTHTHHTTT,0.000977
HHTHTHHTTT,0.000977
TTHHTHHTTT,0.000977
HTHHTHHTTT,0.000977
THHHTHHTTT,0.000977
HHHHTHHTTT,0.000977
TTTTHHHTTT,0.000977
HTTTHHHTTT,0.000977
THTTHHHTTT,0.000977
HHTTHHHTTT,0.000977
TTHTHHHTTT,0.000977
HTHTHHHTTT,0.000977
THHTHHHTTT,0.000977
HHHTHHHTTT,0.000977
TTTHHHHTTT,0.000977
HTTHHHHTTT,0.000977
THTHHHHTTT,0.000977
HHTHHHHTTT,0.000977
TTHHHHHTTT,0.000977
HTHHHHHTTT,0.000977
THHHHHHTTT,0.000977
HHHHHHHTTT,0.000977
TTTTTTTHTT,0.000977
HTTTTTTHTT,0.000977
THTTTTTHTT,0.000977
HHTTTTTHTT,0.000977
TTHTTTTHTT,0.000977
HTHTTTTHTT,0.000977
THHTTTTHTT,0.000977
HHHTTTTHTT,0.000977
TTTHTTTHTT,0.000977
HTTHTTTHTT,0.000977
THTHTTTHTT,0.000977
HHTHTTTHTT,0.000977
TTHHTTTHTT,0.000977
HTHHTTTHTT,0.000977
THHHTTTHTT,0.000977
HHHHTTTHTT,0.000977
TTTTHTTHTT,0.000977
HTTTHTTHTT,0.000977
THTTHTTHTT,0.000977
HHTTHTTHTT,0.000977
TTHTHTTHTT,0.000977
HTHTHTTHTT,0.000977
THHTHTTHTT,0.000977
HHHTHTTHTT,0.000977
TTTHHTTHTT,0.000977
HTTHHTTHTT,0.000977
THTHHTTHTT,0.000977
HHTHHTTHTT,0.000977
TTHHHTTHTT,0.000977
HTHHHTTHTT,0.000977
THHHHTTHTT,0.000977
HHHHHTTHTT,0.000977
TTTTTHTHTT,0.000977
HTTTTHTHTT,0.000977
THTTTHTHTT,0.000977
HHTTTHTHTT,0.000977
TTHTTHTHTT,0.000977
HTHTTHTHTT,0.000977
THHTTHTHTT,0.000977
HHHTTHTHTT,0.000977
TTTHTHTHTT,0.000977
HTTHTHTHTT,0.000977
THTHTHTHTT,0.000977
HHTHTHTHTT,0.000977
TTHHTHTHTT,0.000977
HTHHTHTHTT,0.000977
THHHTHTHTT,0.000977
HHHHTHTHTT,0.000977
TTTTHHTHTT,0.000977
HTTTHHTHTT,0.000977
THTTHHTHTT,0.000977
HHTTHHTHTT,0.000977
TTHTHHTHTT,0.000977
HTHTHHTHTT,0.000977
THHTHHTHTT,0.000977
HHHTHHTHTT,0.000977
TTTHHHTHTT,0.000977
HTTHHHTHTT,0.000977
THTHHHTHTT,0.000977
HHTHHHTHTT,0.000977
TTHHHHTHTT,0.000977
HTHHHHTHTT,0.000977
THHHHHTHTT,0.000977
HHHHHHTHTT,0.000977
TTTTTTHHTT,0.000977
HTTTTTHHTT,0.000977
THTTTTHHTT,0.000977
HHTTTTHHTT,0.000977
TTHTTTHHTT,0.000977
HTHTTTHHTT,0.000977
THHTTTHHTT,0.000977
HHHTTTHHTT,0.000977
TTTHTTHHTT,0.000977
HTTHTTHHTT,0.000977
THTHTTHHTT,0.000977
HHTHTTHHTT,0.000977
TTHHTTHHTT,0.000977
HTHHTTHHTT,0.000977
THHHTTHHTT,0.000977
HHHHTTHHTT,0.000977
TTTTHTHHTT,0.000977
HTTTHTHHTT,0.000977
THTTHTHHTT,0.000977
HHTTHTHHTT,0.000977
TTHTHTHHTT,0.000977
HTHTHTHHTT,0.000977
THHTHTHHTT,0.000977
HHHTHTHHTT,0.000977
TTTHHTHHTT,0.000977
HTTHHTHHTT,0.000977
THTHHTHHTT,0.000977
HHTHHTHHTT,0.000977
TTHHHTHHTT,0.000977
HTHHHTHHTT,0.000977
THHHHTHHTT,0.000977
HHHHHTHHTT,0.000977
TTTTTHHHTT,0.000977
HTTTTHHHTT,0.000977
THTTTHHHTT,0.000977
HHTTTHHHTT,0.000977
TTHTTHHHTT,0.000977
HTHTTHHHTT,0.000977
THHTTHHHTT,0.000977
HHHTTHHHTT,0.000977
TTTHTHHHTT,0.000977
HTTHTHHHTT,0.000977
THTHTHHHTT,0.000977
HHTHTHHHTT,0.000977
TTHHTHHHTT,0.000977
HTHHTHHHTT,0.000977
THHHTHHHTT,0.000977
HHHHTHHHTT,0.000977
TTTTHHHHTT,0.000977
HTTTHHHHTT,0.000977
THTTHHHHTT,0.000977
HHTTHHHHTT,0.000977
TTHTHHHHTT,0.000977
HTHTHHHHTT,0.000977
THHTHHHHTT,0.000977
HHHTHHHHTT,0.000977
TTTHHHHHTT,0.000977
HTTHHHHHTT,0.000977
THTHHHHHTT,0.000977
HHTHHHHHTT,0.000977
TTHHHHHHTT,0.000977
HTHHHHHHTT,0.000977
THHHHHHHTT,0.000977
HHHHHHHHTT,0.000977
TTTTTTTTHT,0.000977
HTTTTTTTHT,0.000977
THTTTTTTHT,0.000977
HHTTTTTTHT,0.000977
TTHTTTTTHT,0.000977
HTHTTTTTHT,0.000977
THHTTTTTHT,0.000977
HHHTTTTTHT,0.000977
TTTHTTTTHT,0.000977
HTTHTTTTHT,0.000977
THTHTTTTHT,0.000977
HHTHTTTTHT,0.000977
TTHHTTTTHT,0.000977
HTHHTTTTHT,0.000977
THHHTTTTHT,0.000977
HHHHTTTTHT,0.000977
TTTTHTTTHT,0.000977
HTTTHTTTHT,0.000977
THTTHTTTHT,0.000977
HHTTHTTTHT,0.000977
TTHTHTTTHT,0.000977
HTHTHTTTHT,0.000977
THHTHTTTHT,0.000977
HHHTHTTTHT,0.000977
TTTHHTTTHT,0.000977
HTTHHTTTHT,0.000977
THTHHTTTHT,0.000977
HHTHHTTTHT,0.000977
TTHHHTTTHT,0.000977
HTHHHTTTHT,0.000977
THHHHTTTHT,0.000977
HHHHHTTTHT,0.000977
TTTTTHTTHT,0.000977
HTTTTHTTHT,0.000977
THTTTHTTHT,0.000977
HHTTTHTTHT,0.000977
TTHTTHTTHT,0.000977
HTHTTHTTHT,0.000977
THHTTHTTHT,0.000977
HHHTTHTTHT,0.000977
TTTHTHTTHT,0.000977
HTTHTHTTHT,0.000977
THTHTHTTHT,0.000977
HHTHTHTTHT,0.000977
TTHHTHTTHT,0.000977
HTHHTHTTHT,0.000977
THHHTHTTHT,0.000977
HHHHTHTTHT,0.000977
TTTTHHTTHT,0.000977
HTTTHHTTHT,0.000977
THTTHHTTHT,0.000977
HHTTHHTTHT,0.000977
TTHTHHTTHT,0.000977
HTHTHHTTHT,0.000977
THHTHHTTHT,0.000977
HHHTHHTTHT,0.000977
TTTHHHTTHT,0.000977
HTTHHHTTHT,0.000977
THTHHHTTHT,0.000977
HHTHHHTTHT,0.000977
TTHHHHTTHT,0.000977
HTHHHHTTHT,0.000977
THHHHHTTHT,0.000977
HHHHHHTTHT,0.000977
TTTTTTHTHT,0.000977
HTTTTTHTHT,0.000977
THTTTTHTHT,0.000977
HHTTTTHTHT,0.000977
TTHTTTHTHT,0.000977
HTHTTTHTHT,0.000977
THHTTTHTHT,0.000977
HHHTTTHTHT,0.000977
TTTHTTHTHT,0.000977
HTTHTTHTHT,0.000977
THTHTTHTHT,0.000977
HHTHTTHTHT,0.000977
TTHHTTHTHT,0.000977
HTHHTTHTHT,0.000977
THHHTTHTHT,0.000977
HHHHTTHTHT,0.000977
TTTTHTHTHT,0.000977
HTTTHTHTHT,0.000977
THTTHTHTHT,0.000977
HHTTHTHTHT,0.000977
TTHTHTHTHT,0.000977
HTHTHTHTHT,0.000977
THHTHTHTHT,0.000977
HHHTHTHTHT,0.000977
TTTHHTHTHT,0.000977
HTTHHTHTHT,0.000977
THTHHTHTHT,0.000977
HHTHHTHTHT,0.000977
TTHHHTHTHT,0.000977
HTHHHTHTHT,0.000977
THHHHTHTHT,0.000977
HHHHHTHTHT,0.000977
TTTTTHHTHT,0.000977
HTTTTHHTHT,0.000977
THTTTHHTHT,0.000977
HHTTTHHTHT,0.000977
TTHTTHHTHT,0.000977
HTHTTHHTHT,0.000977
THHTTHHTHT,0.000977
HHHTTHHTHT,0.000977
TTTHTHHTHT,0.000977
HTTHTHHTHT,0.000977
THTHTHHTHT,0.000977
HHTHTHHTHT,0.000977
TTHHTHHTHT,0.000977
HTHHTHHTHT,0.000977
THHHTHHTHT,0.000977
HHHHTHHTHT,0.000977
TTTTHHHTHT,0.000977
HTTTHHHTHT,0.000977
THTTHHHTHT,0.000977
HHTTHHHTHT,0.000977
TTHTHHHTHT,0.000977
HTHTHHHTHT,0.000977
THHTHHHTHT,0.000977
HHHTHHHTHT,0.000977
TTTHHHHTHT,0.000977
HTTHHHHTHT,0.000977
THTHHHHTHT,0.000977
HHTHHHHTHT,0.000977
TTHHHHHTHT,0.000977
HTHHHHHTHT,0.000977
THHHHHHTHT,0.000977
HHHHHHHTHT,0.000977
TTTTTTTHHT,0.000977
HTTTTTTHHT,0.000977
THTTTTTHHT,0.000977
HHTTTTTHHT,0.000977
TTHTTTTHHT,0.000977
HTHTTTTHHT,0.000977
THHTTTTHHT,0.000977
HHHTTTTHHT,0.000977
TTTHTTTHHT,0.000977
HTTHTTTHHT,0.000977
THTHTTTHHT,0.000977
HHTHTTTHHT,0.000977
TTHHTTTHHT,0.000977
HTHHTTTHHT,0.000977
THHHTTTHHT,0.000977
HHHHTTTHHT,0.000977
TTTTHTTHHT,0.000977
HTTTHTTHHT,0.000977
THTTHTTHHT,0.000977
HHTTHTTHHT,0.000977
TTHTHTTHHT,0.000977
HTHTHTTHHT,0.000977
THHTHTTHHT,0.000977
HHHTHTTHHT,0.000977
TTTHHTTHHT,0.000977
HTTHHTTHHT,0.000977
THTHHTTHHT,0.000977
HHTHHTTHHT,0.000977
TTHHHTTHHT,0.000977
HTHHHTTHHT,0.000977
THHHHTTHHT,0.000977
HHHHHTTHHT,0.000977
TTTTTHTHHT,0.000977
HTTTTHTHHT,0.000977
THTTTHTHHT,0.000977
HHTTTHTHHT,0.000977
TTHTTHTHHT,0.000977
HTHTTHTHHT,0.000977
THHTTHTHHT,0.000977
HHHTTHTHHT,0.000977
TTTHTHTHHT,0.000977
HTTHTHTHHT,0.000977
THTHTHTHHT,0.000977
HHTHTHTHHT,0.000977
TTHHTHTHHT,0.000977
HTHHTHTHHT,0.000977
THHHTHTHHT,0.000977
HHHHTHTHHT,0.000977
TTTTHHTHHT,0.000977
HTTTHHTHHT,0.000977
THTTHHTHHT,0.000977
HHTTHHTHHT,0.000977
TTHTHHTHHT,0.000977
HTHTHHTHHT,0.000977
THHTHHTHHT,0.000977
HHHTHHTHHT,0.000977
TTTHHHTHHT,0.000977
HTTHHHTHHT,0.000977
THTHHHTHHT,0.000977
HHTHHHTHHT,0.000977
TTHHHHTHHT,0.000977
HTHHHHTHHT,0.000977
THHHHHTHHT,0.000977
HHHHHHTHHT,0.000977
TTTTTTHHHT,0.000977
HTTTTTHHHT,0.000977
THTTTTHHHT,0.000977
HHTTTTHHHT,0.000977
TTHTTTHHHT,0.000977
HTHTTTHHHT,0.000977
THHTTTHHHT,0.000977
HHHTTTHHHT,0.000977
TTTHTTHHHT,0.000977
HTTHTTHHHT,0.000977
THTHTTHHHT,0.000977
HHTHTTHHHT,0.000977
TTHHTTHHHT,0.000977
HTHHTTHHHT,0.000977
THHHTTHHHT,0.000977
HHHHTTHHHT,0.000977
TTTTHTHHHT,0.000977
HTTTHTHHHT,0.000977
THTTHTHHHT,0.000977
HHTTHTHHHT,0.000977
TTHTHTHHHT,0.000977
HTHTHTHHHT,0.000977
THHTHTHHHT,0.000977
HHHTHTHHHT,0.000977
TTTHHTHHHT,0.000977
HTTHHTHHHT,0.000977
THTHHTHHHT,0.000977
HHTHHTHHHT,0.000977
TTHHHTHHHT,0.000977
HTHHHTHHHT,0.000977
THHHHTHHHT,0.000977
HHHHHTHHHT,0.000977
TTTTTHHHHT,0.000977
HTTTTHHHHT,0.000977
THTTTHHHHT,0.000977
HHTTTHHHHT,0.000977
TTHTTHHHHT,0.000977
HTHTTHHHHT,0.000977
THHTTHHHHT,0.000977
HHHTTHHHHT,0.000977
TTTHTHHHHT,0.000977
HTTHTHHHHT,0.000977
THTHTHHHHT,0.000977
HHTHTHHHHT,0.000977
TTHHTHHHHT,0.000977
HTHHTHHHHT,0.000977
THHHTHHHHT,0.000977
HHHHTHHHHT,0.000977
TTTTHHHHHT,0.000977
HTTTHHHHHT,0.000977
THTTHHHHHT,0.000977
HHTTHHHHHT,0.000977
TTHTHHHHHT,0.000977
HTHTHHHHHT,0.000977
THHTHHHHHT,0.000977
HHHTHHHHHT,0.000977
TTTHHHHHHT,0.000977
HTTHHHHHHT,0.000977
THTHHHHHHT,0.000977
HHTHHHHHHT,0.000977
TTHHHHHHHT,0.000977
HTHHHHHHHT,0.000977
THHHHHHHHT,0.000977
HHHHHHHHHT,0.000977
TTTTTTTTTH,0.000977
HTTTTTTTTH,0.000977
THTTTTTTTH,0.000977
HHTTTTTTTH,0.000977
TTHTTTTTTH,0.000977
HTHTTTTTTH,0.000977
THHTTTTTTH,0.000977
HHHTTTTTTH,0.000977
TTTHTTTTTH,0.000977
HTTHTTTTTH,0.000977
THTHTTTTTH,0.000977
HHTHTTTTTH,0.000977
TTHHTTTTTH,0.000977
HTHHTTTTTH,0.000977
THHHTTTTTH,0.000977
HHHHTTTTTH,0.000977
TTTTHTTTTH,0.000977
HTTTHTTTTH,0.000977
THTTHTTTTH,0.000977
HHTTHTTTTH,0.000977
TTHTHTTTTH,0.000977
HTHTHTTTTH,0.000977
THHTHTTTTH,0.000977
HHHTHTTTTH,0.000977
TTTHHTTTTH,0.000977
HTTHHTTTTH,0.000977
THTHHTTTTH,0.000977
HHTHHTTTTH,0.000977
TTHHHTTTTH,0.000977
HTHHHTTTTH,0.000977
THHHHTTTTH,0.000977
HHHHHTTTTH,0.000977
TTTTTHTTTH,0.000977
HTTTTHTTTH,0.000977
THTTTHTTTH,0.000977
HHTTTHTTTH,0.000977
TTHTTHTTTH,0.000977
HTHTTHTTTH,0.000977
THHTTHTTTH,0.000977
HHHTTHTTTH,0.000977
TTTHTHTTTH,0.000977
HTTHTHTTTH,0.000977
THTHTHTTTH,0.000977
HHTHTHTTTH,0.000977
TTHHTHTTTH,0.000977
HTHHTHTTTH,0.000977
THHHTHTTTH,0.000977
HHHHTHTTTH,0.000977
TTTTHHTTTH,0.000977
HTTTHHTTTH,0.000977
THTTHHTTTH,0.000977
HHTTHHTTTH,0.000977
TTHTHHTTTH,0.000977
HTHTHHTTTH,0.000977
THHTHHTTTH,0.000977
HHHTHHTTTH,0.000977
TTTHHHTTTH,0.000977
HTTHHHTTTH,0.000977
THTHHHTTTH,0.000977
HHTHHHTTTH,0.000977
TTHHHHTTTH,0.000977
HTHHHHTTTH,0.000977
THHHHHTTTH,0.000977
HHHHHHTTTH,0.000977
TTTTTTHTTH,0.000977
HTTTTTHTTH,0.000977
THTTTTHTTH,0.000977
HHTTTTHTTH,0.000977
TTHTTTHTTH,0.000977
HTHTTTHTTH,0.000977
THHTTTHTTH,0.000977
HHHTTTHTTH,0.000977
TTTHTTHTTH,0.000977
HTTHTTHTTH,0.000977
THTHTTHTTH,0.000977
HHTHTTHTTH,0.000977
TTHHTTHTTH,0.000977
HTHHTTHTTH,0.000977
THHHTTHTTH,0.000977
HHHHTTHTTH,0.000977
TTTTHTHTTH,0.000977
HTTTHTHTTH,0.000977
THTTHTHTTH,0.000977
HHTTHTHTTH,0.000977
TTHTHTHTTH,0.000977
HTHTHTHTTH,0.000977
THHTHTHTTH,0.000977
HHHTHTHTTH,0.000977
TTTHHTHTTH,0.000977
HTTHHTHTTH,0.000977
THTHHTHTTH,0.000977
HHTHHTHTTH,0.000977
TTHHHTHTTH,0.000977
HTHHHTHTTH,0.000977
THHHHTHTTH,0.000977
HHHHHTHTTH,0.000977
TTTTTHHTTH,0.000977
HTTTTHHTTH,0.000977
THTTTHHTTH,0.000977
HHTTTHHTTH,0.000977
TTHTTHHTTH,0.000977
HTHTTHHTTH,0.000977
THHTTHHTTH,0.000977
HHHTTHHTTH,0.000977
TTTHTHHTTH,0.000977
HTTHTHHTTH,0.000977
THTHTHHTTH,0.000977
HHTHTHHTTH,0.000977
TTHHTHHTTH,0.000977
HTHHTHHTTH,0.000977
THHHTHHTTH,0.000977
HHHHTHHTTH,0.000977
TTTTHHHTTH,0.000977
HTTTHHHTTH,0.000977
THTTHHHTTH,0.000977
HHTTHHHTTH,0.000977
TTHTHHHTTH,0.000977
HTHTHHHTTH,0.000977
THHTHHHTTH,0.000977
HHHTHHHTTH,0.000977
TTTHHHHTTH,0.000977
HTTHHHHTTH,0.000977
THTHHHHTTH,0.000977
HHTHHHHTTH,0.000977
TTHHHHHTTH,0.000977
HTHHHHHTTH,0.000977
THHHHHHTTH,0.000977
HHHHHHHTTH,0.000977
TTTTTTTHTH,0.000977
HTTTTTTHTH,0.000977
THTTTTTHTH,0.000977
HHTTTTTHTH,0.000977
TTHTTTTHTH,0.000977
HTHTTTTHTH,0.000977
THHTTTTHTH,0.000977
HHHTTTTHTH,0.000977
TTTHTTTHTH,0.000977
HTTHTTTHTH,0.000977
THTHTTTHTH,0.000977
HHTHTTTHTH,0.000977
TTHHTTTHTH,0.000977
HTHHTTTHTH,0.000977
THHHTTTHTH,0.000977
HHHHTTTHTH,0.000977
TTTTHTTHTH,0.000977
HTTTHTTHTH,0.000977
THTTHTTHTH,0.000977
HHTTHTTHTH,0.000977
TTHTHTTHTH,0.000977
HTHTHTTHTH,0.000977
THHTHTTHTH,0.000977
HHHTHTTHTH,0.000977
TTTHHTTHTH,0.000977
HTTHHTTHTH,0.000977
THTHHTTHTH,0.000977
HHTHHTTHTH,0.000977
TTHHHTTHTH,0.000977
HTHHHTTHTH,0.000977
THHHHTTHTH,0.000977
HHHHHTTHTH,0.000977
TTTTTHTHTH,0.000977
HTTTTHTHTH,0.000977
THTTTHTHTH,0.000977
HHTTTHTHTH,0.000977
TTHTTHTHTH,0.000977
HTHTTHTHTH,0.000977
THHTTHTHTH,0.000977
HHHTTHTHTH,0.000977
TTTHTHTHTH,0.000977
HTTHTHTHTH,0.000977
THTHTHTHTH,0.000977
HHTHTHTHTH,0.000977
TTHHTHTHTH,0.000977
HTHHTHTHTH,0.000977
THHHTHTHTH,0.000977
HHHHTHTHTH,0.000977
TTTTHHTHTH,0.000977
HTTTHHTHTH,0.000977
THTTHHTHTH,0.000977
HHTTHHTHTH,0.000977
TTHTHHTHTH,0.000977
HTHTHHTHTH,0.000977
THHTHHTHTH,0.000977
HHHTHHTHTH,0.000977
TTTHHHTHTH,0.000977
HTTHHHTHTH,0.000977
THTHHHTHTH,0.000977
HHTHHHTHTH,0.000977
TTHHHHTHTH,0.000977
HTHHHHTHTH,0.000977
THHHHHTHTH,0.000977
HHHHHHTHTH,0.000977
TTTTTTHHTH,0.000977
HTTTTTHHTH,0.000977
THTTTTHHTH,0.000977
HHTTTTHHTH,0.000977
TTHTTTHHTH,0.000977
HTHTTTHHTH,0.000977
THHTTTHHTH,0.000977
HHHTTTHHTH,0.000977
TTTHTTHHTH,0.000977
HTTHTTHHTH,0.000977
THTHTTHHTH,0.000977
HHTHTTHHTH,0.000977
TTHHTTHHTH,0.000977
HTHHTTHHTH,0.000977
THHHTTHHTH,0.000977
HHHHTTHHTH,0.000977
TTTTHTHHTH,0.000977
HTTTHTHHTH,0.000977
THTTHTHHTH,0.000977
HHTTHTHHTH,0.000977
TTHTHTHHTH,0.000977
HTHTHTHHTH,0.000977
THHTHTHHTH,0.000977
HHHTHTHHTH,0.000977
TTTHHTHHTH,0.000977
HTTHHTHHTH,0.000977
THTHHTHHTH,0.000977
HHTHHTHHTH,0.000977
TTHHHTHHTH,0.000977
HTHHHTHHTH,0.000977
THHHHTHHTH,0.000977
HHHHHTHHTH,0.000977
TTTTTHHHTH,0.000977
HTTTTHHHTH,0.000977
THTTTHHHTH,0.000977
HHTTTHHHTH,0.000977
TTHTTHHHTH,0.000977
HTHTTHHHTH,0.000977
THHTTHHHTH,0.000977
HHHTTHHHTH,0.000977
TTTHTHHHTH,0.000977
HTTHTHHHTH,0.000977
THTHTHHHTH,0.000977
HHTHTHHHTH,0.000977
TTHHTHHHTH,0.000977
HTHHTHHHTH,0.000977
THHHTHHHTH,0.000977
HHHHTHHHTH,0.000977
TTTTHHHHTH,0.000977
HTTTHHHHTH,0.000977
THTTHHHHTH,0.000977
HHTTHHHHTH,0.000977
TTHTHHHHTH,0.000977
HTHTHHHHTH,0.000977
THHTHHHHTH,0.000977
HHHTHHHHTH,0.000977
TTTHHHHHTH,0.000977
HTTHHHHHTH,0.000977
THTHHHHHTH,0.000977
HHTHHHHHTH,0.000977
TTHHHHHHTH,0.000977
HTHHHHHHTH,0.000977
THHHHHHHTH,0.000977
HHHHHHHHTH,0.000977
TTTTTTTTHH,0.000977
HTTTTTTTHH,0.000977
THTTTTTTHH,0.000977
HHTTTTTTHH,0.000977
TTHTTTTTHH,0.000977
HTHTTTTTHH,0.000977
THHTTTTTHH,0.000977
HHHTTTTTHH,0.000977
TTTHTTTTHH,0.000977
HTTHTTTTHH,0.000977
THTHTTTTHH,0.000977
HHTHTTTTHH,0.000977
TTHHTTTTHH,0.000977
HTHHTTTTHH,0.000977
THHHTTTTHH,0.000977
HHHHTTTTHH,0.000977
TTTTHTTTHH,0.000977
HTTTHTTTHH,0.000977
THTTHTTTHH,0.000977
HHTTHTTTHH,0.000977
TTHTHTTTHH,0.000977
HTHTHTTTHH,0.000977
THHTHTTTHH,0.000977
HHHTHTTTHH,0.000977
TTTHHTTTHH,0.000977
HTTHHTTTHH,0.000977
THTHHTTTHH,0.000977
HHTHHTTTHH,0.000977
TTHHHTTTHH,0.000977
HTHHHTTTHH,0.000977
THHHHTTTHH,0.000977
HHHHHTTTHH,0.000977
TTTTTHTTHH,0.000977
HTTTTHTTHH,0.000977
THTTTHTTHH,0.000977
HHTTTHTTHH,0.000977
TTHTTHTTHH,0.000977
HTHTTHTTHH,0.000977
THHTTHTTHH,0.000977
HHHTTHTTHH,0.000977
TTTHTHTTHH,0.000977
HTTHTHTTHH,0.000977
THTHTHTTHH,0.000977
HHTHTHTTHH,0.000977
TTHHTHTTHH,0.000977
HTHHTHTTHH,0.000977
THHHTHTTHH,0.000977
HHHHTHTTHH,0.000977
TTTTHHTTHH,0.000977
HTTTHHTTHH,0.000977
THTTHHTTHH,0.000977
HHTTHHTTHH,0.000977
TTHTHHTTHH,0.000977
HTHTHHTTHH,0.000977
THHTHHTTHH,0.000977
HHHTHHTTHH,0.000977
TTTHHHTTHH,0.000977
HTTHHHTTHH,0.000977
THTHHHTTHH,0.000977
HHTHHHTTHH,0.000977
TTHHHHTTHH,0.000977
HTHHHHTTHH,0.000977
THHHHHTTHH,0.000977
HHHHHHTTHH,0.000977
TTTTTTHTHH,0.000977
HTTTTTHTHH,0.000977
THTTTTHTHH,0.000977
HHTTTTHTHH,0.000977
TTHTTTHTHH,0.000977
HTHTTTHTHH,0.000977
THHTTTHTHH,0.000977
HHHTTTHTHH,0.000977
TTTHTTHTHH,0.000977
HTTHTTHTHH,0.000977
THTHTTHTHH,0.000977
HHTHTTHTHH,0.000977
TTHHTTHTHH,0.000977
HTHHTTHTHH,0.000977
THHHTTHTHH,0.000977
HHHHTTHTHH,0.000977
TTTTHTHTHH,0.000977
HTTTHTHTHH,0.000977
THTTHTHTHH,0.000977
HHTTHTHTHH,0.000977
TTHTHTHTHH,0.000977
HTHTHTHTHH,0.000977
THHTHTHTHH,0.000977
HHHTHTHTHH,0.000977
TTTHHTHTHH,0.000977
HTTHHTHTHH,0.000977
THTHHTHTHH,0.000977
HHTHHTHTHH,0.000977
TTHHHTHTHH,0.000977
HTHHHTHTHH,0.000977
THHHHTHTHH,0.000977
HHHHHTHTHH,0.000977
TTTTTHHTHH,0.000977
HTTTTHHTHH,0.000977
THTTTHHTHH,0.000977
HHTTTHHTHH,0.000977
TTHTTHHTHH,0.000977
HTHTTHHTHH,0.000977
THHTTHHTHH,0.000977
HHHTTHHTHH,0.000977
TTTHTHHTHH,0.000977
HTTHTHHTHH,0.000977
THTHTHHTHH,0.000977
HHTHTHHTHH,0.000977
TTHHTHHTHH,0.000977
HTHHTHHTHH,0.000977
THHHTHHTHH,0.000977
